,State,Type,Name,Office,Party,Status
273,Arizona,Federal,Gregory Whitten,U.S. House Arizona District 8,Democratic,Candidacy DeclaredPrimary
274,Arizona,Federal,Jeremy Spreitzer,U.S. House Arizona District 8,Independent,Candidacy DeclaredGeneral
275,Arizona,Federal,Jacob Chansley,U.S. House Arizona District 8,Libertarian,Candidacy DeclaredGeneral
276,Arizona,Federal,Paul GosarIncumbent,U.S. House Arizona District 9,Republican,Candidacy DeclaredPrimary
277,Arizona,Federal,Nicholas Blair,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary
278,Arizona,Federal,Brandon Donnelly,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary
279,Arizona,Federal,Quacy Smith,U.S. House Arizona District 9,Democratic,Candidacy DeclaredPrimary
280,Arizona,Unknown,Mark Finchem,Arizona State Senate District 1,Republican,Candidacy DeclaredPrimary
281,Arizona,Unknown,Wendy RogersIncumbent,Arizona State Senate District 7,Republican,Candidacy DeclaredPrimary
282,Arizona,Unknown,John McLean,Arizona State Senate District 17,Democratic,Candidacy DeclaredPrimary
283,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 22 seats,,
284,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 102 seats,,
285,Arizona,Unknown,No candidates available for this race,Arizona House of Representatives District 132 seats,,
286,Arizona,Unknown,Alex Stovall,Arizona House of Representatives District 152 seats,Republican,Candidacy DeclaredPrimary
287,Arizona,Unknown,Nathan Madden,Arizona House of Representatives District 252 seats,Libertarian,Candidacy DeclaredGeneral
288,Arizona,Unknown,David Raymer,Arizona House of Representatives District 292 seats,Democratic,Candidacy DeclaredPrimary
289,Arizona,Local,No candidates available for this race,Mesa City Council District 1,,
290,Arizona,Local,No candidates available for this race,"Gilbert Public Schools, At-large3 seats",,
291,Arizona,Local,No candidates available for this race,"Osborn Elementary School District, At-large3 seats",,
292,Arizona,Local,No candidates available for this race,Scottsdale City Council At-large3 seats,,
293,Arkansas,Federal,Rick CrawfordIncumbent,U.S. House Arkansas District 1,Republican,On the BallotGeneral
294,Arkansas,Federal,Rodney Govens,U.S. House Arkansas District 1,Democratic,On the BallotGeneral
295,Arkansas,Federal,French HillIncumbent,U.S. House Arkansas District 2,Republican,On the BallotGeneral
296,Arkansas,Federal,Marcus Jones,U.S. House Arkansas District 2,Democratic,On the BallotGeneral
297,Arkansas,Federal,Steve WomackIncumbent,U.S. House Arkansas District 3,Republican,On the BallotGeneral
298,Arkansas,Federal,Caitlin Draper Mattelin,U.S. House Arkansas District 3,Democratic,On the BallotGeneral
299,Arkansas,Federal,Clint Penzo,U.S. House Arkansas District 3,Republican,LostPrimary
300,Arkansas,Federal,Bruce WestermanIncumbent,U.S. House Arkansas District 4,Republican,On the BallotGeneral
301,Arkansas,Federal,Risie Howard,U.S. House Arkansas District 4,Democratic,On the BallotGeneral
302,Arkansas,Federal,John White,U.S. House Arkansas District 4,Independent,On the BallotGeneral
303,Arkansas,Unknown,John Thurston,Arkansas Treasurer(Special election),Republican,On the BallotGeneral
304,Arkansas,Unknown,John Pagan,Arkansas Treasurer(Special election),Democratic,On the BallotGeneral
305,Arkansas,Unknown,Michael Pakko,Arkansas Treasurer(Special election),Libertarian,Candidacy DeclaredGeneral
306,Arkansas,Unknown,Ben GilmoreIncumbent,Arkansas State Senate District 1,Republican,On the BallotGeneral
307,Arkansas,Unknown,Steve CrowellIncumbent,Arkansas State Senate District 3,Republican,On the BallotGeneral
308,Arkansas,Unknown,Mark Silvey,Arkansas State Senate District 3,Republican,LostPrimary
309,Arkansas,Unknown,Jimmy HickeyIncumbent,Arkansas State Senate District 4,Republican,On the BallotGeneral
310,Arkansas,Unknown,Terry RiceIncumbent,Arkansas State Senate District 5,Republican,On the BallotGeneral
311,Arkansas,Unknown,Matt McKeeIncumbent,Arkansas State Senate District 6,Republican,On the BallotGeneral
312,Arkansas,Unknown,Stephanie FlowersIncumbent,Arkansas State Senate District 8,Democratic,On the BallotGeneral
313,Arkansas,Unknown,Jamie Scott,Arkansas State Senate District 12,Democratic,On the BallotGeneral
314,Arkansas,Unknown,Mark JohnsonIncumbent,Arkansas State Senate District 17,Republican,On the BallotGeneral
315,Arkansas,Unknown,Maureen Skinner,Arkansas State Senate District 17,Democratic,On the BallotGeneral
316,Arkansas,Unknown,Jonathan DismangIncumbent,Arkansas State Senate District 18,Republican,On the BallotGeneral
317,Arkansas,Unknown,Dave WallaceIncumbent,Arkansas State Senate District 19,Republican,On the BallotGeneral
318,Arkansas,Unknown,Tommy Wagner,Arkansas State Senate District 19,Republican,LostPrimary
319,Arkansas,Unknown,Dan SullivanIncumbent,Arkansas State Senate District 20,Republican,On the BallotGeneral
320,Arkansas,Unknown,Erika Askeland,Arkansas State Senate District 20,Democratic,On the BallotGeneral
321,Arkansas,Unknown,John PaytonIncumbent,Arkansas State Senate District 22,Republican,On the BallotGeneral
322,Arkansas,Unknown,Sandy Maier,Arkansas State Senate District 22,Democratic,On the BallotGeneral
323,Arkansas,Unknown,Scott FlippoIncumbent,Arkansas State Senate District 23,Republican,On the BallotGeneral
324,Arkansas,Unknown,Breanne DavisIncumbent,Arkansas State Senate District 25,Republican,On the BallotGeneral
325,Arkansas,Unknown,Michelle Justice,Arkansas State Senate District 25,Democratic,On the BallotGeneral
326,Arkansas,Unknown,Gary StubblefieldIncumbent,Arkansas State Senate District 26,Republican,On the BallotGeneral
327,Arkansas,Unknown,Jim PettyIncumbent,Arkansas State Senate District 29,Republican,On the BallotGeneral
328,Arkansas,Unknown,Bart HesterIncumbent,Arkansas State Senate District 33,Republican,On the BallotGeneral
329,Arkansas,Unknown,Jim DotsonIncumbent,Arkansas State Senate District 34,Republican,On the BallotGeneral
330,Arkansas,Unknown,Kaylee Wedgeworth,Arkansas State Senate District 34,Democratic,On the BallotGeneral
331,Arkansas,Unknown,Jeremy WooldridgeIncumbent,Arkansas House of Representatives District 1,Republican,On the BallotGeneral
332,Arkansas,Unknown,Trey SteimelIncumbent,Arkansas House of Representatives District 2,Republican,On the BallotGeneral
333,Arkansas,Unknown,Stetson PainterIncumbent,Arkansas House of Representatives District 3,Republican,On the BallotGeneral
334,Arkansas,Unknown,Jason Nazarenko,Arkansas House of Representatives District 4,Republican,On the BallotGeneral
335,Arkansas,Unknown,Tink Albright,Arkansas House of Representatives District 4,Republican,LostPrimary
336,Arkansas,Unknown,Ron McNairIncumbent,Arkansas House of Representatives District 5,Republican,On the BallotGeneral
337,Arkansas,Unknown,Jim Hall,Arkansas House of Representatives District 5,Independent,On the BallotGeneral
338,Arkansas,Unknown,Harlan BreauxIncumbent,Arkansas House of Representatives District 6,Republican,On the BallotGeneral
339,Arkansas,Unknown,Rick Delaney,Arkansas House of Representatives District 6,Democratic,On the BallotGeneral
340,Arkansas,Unknown,Brit McKenzieIncumbent,Arkansas House of Representatives District 7,Republican,On the BallotGeneral
341,Arkansas,Unknown,David McPherson,Arkansas House of Representatives District 7,Democratic,On the BallotGeneral
342,Arkansas,Unknown,Austin McCollumIncumbent,Arkansas House of Representatives District 8,Republican,On the BallotGeneral
343,Arkansas,Unknown,DeAnna HodgesIncumbent,Arkansas House of Representatives District 9,Republican,On the BallotGeneral
344,Arkansas,Unknown,Diana Gonzales Worthen,Arkansas House of Representatives District 9,Democratic,On the BallotGeneral
345,Arkansas,Unknown,Mindy McAlindonIncumbent,Arkansas House of Representatives District 10,Republican,On the BallotGeneral
346,Arkansas,Unknown,Kate Schaffer,Arkansas House of Representatives District 10,Democratic,On the BallotGeneral
347,Arkansas,Unknown,Rebecca BurkesIncumbent,Arkansas House of Representatives District 11,Republican,On the BallotGeneral
348,Arkansas,Unknown,Rey Hernandez,Arkansas House of Representatives District 11,Democratic,On the BallotGeneral
349,Arkansas,Unknown,Hope Hendren DukeIncumbent,Arkansas House of Representatives District 12,Republican,On the BallotGeneral
350,Arkansas,Unknown,David Barber,Arkansas House of Representatives District 12,Democratic,On the BallotGeneral
351,Arkansas,Unknown,Scott RichardsonIncumbent,Arkansas House of Representatives District 13,Republican,On the BallotGeneral
352,Arkansas,Unknown,Ashley Sheys,Arkansas House of Representatives District 13,Democratic,On the BallotGeneral
353,Arkansas,Unknown,Nick Burkes,Arkansas House of Representatives District 14,Republican,On the BallotGeneral
354,Arkansas,Unknown,Jacob Malloy,Arkansas House of Representatives District 14,Democratic,On the BallotGeneral
355,Arkansas,Unknown,Joshua Hagan,Arkansas House of Representatives District 14,Republican,LostPrimary
356,Arkansas,Unknown,John CarrIncumbent,Arkansas House of Representatives District 15,Republican,On the BallotGeneral
357,Arkansas,Unknown,Stephanie Funk,Arkansas House of Representatives District 15,Democratic,On the BallotGeneral
358,Arkansas,Unknown,Erin Underhill,Arkansas House of Representatives District 15,Democratic,LostPrimary
359,Arkansas,Unknown,Kendon UnderwoodIncumbent,Arkansas House of Representatives District 16,Republican,On the BallotGeneral
360,Arkansas,Unknown,Randy Torres,Arkansas House of Representatives District 17,Republican,On the BallotGeneral
361,Arkansas,Unknown,Jeremey Criner,Arkansas House of Representatives District 17,Republican,LostPrimary
362,Arkansas,Unknown,Robin LundstrumIncumbent,Arkansas House of Representatives District 18,Republican,On the BallotGeneral
363,Arkansas,Unknown,Justin Meeks,Arkansas House of Representatives District 18,Democratic,On the BallotGeneral
364,Arkansas,Unknown,Steven UngerIncumbent,Arkansas House of Representatives District 19,Republican,On the BallotGeneral
365,Arkansas,Unknown,Billy Cook,Arkansas House of Representatives District 19,Democratic,On the BallotGeneral
366,Arkansas,Unknown,Denise GarnerIncumbent,Arkansas House of Representatives District 20,Democratic,On the BallotGeneral
367,Arkansas,Unknown,Nicole ClowneyIncumbent,Arkansas House of Representatives District 21,Democratic,On the BallotGeneral
368,Arkansas,Unknown,David WhitakerIncumbent,Arkansas House of Representatives District 22,Democratic,On the BallotGeneral
369,Arkansas,Unknown,Kendra MooreIncumbent,Arkansas House of Representatives District 23,Republican,On the BallotGeneral
370,Arkansas,Unknown,Brad Hall,Arkansas House of Representatives District 24,Republican,On the BallotGeneral
371,Arkansas,Unknown,Ryan Intchauspe,Arkansas House of Representatives District 24,Democratic,On the BallotGeneral
372,Arkansas,Unknown,Ty Bates,Arkansas House of Representatives District 24,Republican,LostPrimary
373,Arkansas,Unknown,Chad PuryearIncumbent,Arkansas House of Representatives District 25,Republican,On the BallotGeneral
374,Arkansas,Unknown,Caitlin Oxford,Arkansas House of Representatives District 25,Democratic,On the BallotGeneral
375,Arkansas,Unknown,James Eaton,Arkansas House of Representatives District 26,Republican,On the BallotGeneral
376,Arkansas,Unknown,Steven WalkerIncumbent,Arkansas House of Representatives District 27,Republican,On the BallotGeneral
377,Arkansas,Unknown,Timmy Reid,Arkansas House of Representatives District 27,Republican,LostPrimary
378,Arkansas,Unknown,Bart SchulzIncumbent,Arkansas House of Representatives District 28,Republican,On the BallotGeneral
379,Arkansas,Unknown,Rick McClureIncumbent,Arkansas House of Representatives District 29,Republican,On the BallotGeneral
380,Arkansas,Unknown,Frances CavenaughIncumbent,Arkansas House of Representatives District 30,Republican,On the BallotGeneral
381,Arkansas,Unknown,Hamilton Holmes,Arkansas House of Representatives District 30,Democratic,On the BallotGeneral
382,Arkansas,Unknown,Coty Powers,Arkansas House of Representatives District 30,Republican,LostPrimary
383,Arkansas,Unknown,Jimmy GazawayIncumbent,Arkansas House of Representatives District 31,Republican,On the BallotGeneral
384,Arkansas,Unknown,Jack LadymanIncumbent,Arkansas House of Representatives District 32,Republican,On the BallotGeneral
385,Arkansas,Unknown,David McAvoy,Arkansas House of Representatives District 32,Democratic,On the BallotGeneral
386,Arkansas,Unknown,Brandt Smith,Arkansas House of Representatives District 32,Republican,LostPrimary
387,Arkansas,Unknown,Jon MilliganIncumbent,Arkansas House of Representatives District 33,Republican,On the BallotGeneral
388,Arkansas,Unknown,Joey CarrIncumbent,Arkansas House of Representatives District 34,Republican,On the BallotGeneral
389,Arkansas,Unknown,Desmond Hammett,Arkansas House of Representatives District 34,Democratic,On the BallotGeneral
390,Arkansas,Unknown,Robert Thorne Jr.,Arkansas House of Representatives District 35,Republican,On the BallotGeneral
391,Arkansas,Unknown,Jessie McGruder,Arkansas House of Representatives District 35,Democratic,On the BallotPrimary Runoff
392,Arkansas,Unknown,Raymond Whiteside,Arkansas House of Representatives District 35,Democratic,On the BallotPrimary Runoff
393,Arkansas,Unknown,Gary Tobar,Arkansas House of Representatives District 35,Republican,LostPrimary
394,Arkansas,Unknown,Sherry Holliman,Arkansas House of Representatives District 35,Democratic,LostPrimary
395,Arkansas,Unknown,Demetris Johnson Jr.,Arkansas House of Representatives District 35,Democratic,LostPrimary
396,Arkansas,Unknown,Johnny RyeIncumbent,Arkansas House of Representatives District 36,Republican,On the BallotGeneral
397,Arkansas,Unknown,Daniel Parker,Arkansas House of Representatives District 36,Democratic,On the BallotGeneral
398,Arkansas,Unknown,Steve HollowellIncumbent,Arkansas House of Representatives District 37,Republican,On the BallotGeneral
399,Arkansas,Unknown,Lisa Head,Arkansas House of Representatives District 37,Democratic,On the BallotGeneral
400,Arkansas,Unknown,Dwight ToshIncumbent,Arkansas House of Representatives District 38,Republican,On the BallotGeneral
401,Arkansas,Unknown,Wayne LongIncumbent,Arkansas House of Representatives District 39,Republican,On the BallotGeneral
402,Arkansas,Unknown,Shad PearceIncumbent,Arkansas House of Representatives District 40,Republican,On the BallotGeneral
403,Arkansas,Unknown,Alyssa Brown,Arkansas House of Representatives District 41,Republican,On the BallotGeneral
404,Arkansas,Unknown,Tom Nowlin,Arkansas House of Representatives District 41,Democratic,On the BallotGeneral
405,Arkansas,Unknown,Jerry Holmes,Arkansas House of Representatives District 41,Republican,LostPrimary
406,Arkansas,Unknown,Stephen MeeksIncumbent,Arkansas House of Representatives District 42,Republican,On the BallotGeneral
407,Arkansas,Unknown,Lauren Faulk,Arkansas House of Representatives District 42,Democratic,On the BallotGeneral
408,Arkansas,Unknown,Rick BeckIncumbent,Arkansas House of Representatives District 43,Republican,On the BallotGeneral
409,Arkansas,Unknown,Stan BerryIncumbent,Arkansas House of Representatives District 44,Republican,On the BallotGeneral
410,Arkansas,Unknown,Aaron PilkingtonIncumbent,Arkansas House of Representatives District 45,Republican,On the BallotGeneral
411,Arkansas,Unknown,Whitney Freeman,Arkansas House of Representatives District 45,Democratic,On the BallotGeneral
412,Arkansas,Unknown,Jon S. EubanksIncumbent,Arkansas House of Representatives District 46,Republican,On the BallotGeneral
413,Arkansas,Unknown,Lee JohnsonIncumbent,Arkansas House of Representatives District 47,Republican,On the BallotGeneral
414,Arkansas,Unknown,Ryan RoseIncumbent,Arkansas House of Representatives District 48,Republican,On the BallotGeneral
415,Arkansas,Unknown,Jay RichardsonIncumbent,Arkansas House of Representatives District 49,Democratic,On the BallotGeneral
416,Arkansas,Unknown,Zack GramlichIncumbent,Arkansas House of Representatives District 50,Republican,On the BallotGeneral
417,Arkansas,Unknown,Robin McCray,Arkansas House of Representatives District 50,Democratic,On the BallotGeneral
418,Arkansas,Unknown,Cindy CrawfordIncumbent,Arkansas House of Representatives District 51,Republican,On the BallotGeneral
419,Arkansas,Unknown,Jane-Ellen Udouj-Kutchka,Arkansas House of Representatives District 51,Democratic,On the BallotGeneral
420,Arkansas,Unknown,Jeff Burks,Arkansas House of Representatives District 51,Republican,LostPrimary
421,Arkansas,Unknown,Marcus RichmondIncumbent,Arkansas House of Representatives District 52,Republican,On the BallotGeneral
422,Arkansas,Unknown,Matt DuffieldIncumbent,Arkansas House of Representatives District 53,Republican,On the BallotGeneral
423,Arkansas,Unknown,Amie Gates,Arkansas House of Representatives District 53,Democratic,On the BallotGeneral
424,Arkansas,Unknown,Mary BentleyIncumbent,Arkansas House of Representatives District 54,Republican,On the BallotGeneral
425,Arkansas,Unknown,Doug Corbitt,Arkansas House of Representatives District 54,Democratic,On the BallotGeneral
